type,year,attacks,nkilled,nwounded
2004,1987,10,1,3
2004,1988,24,0,26
2004,1989,18,22,13
2004,1990,98,4,136
2004,1991,29,8,31
2004,1992,71,27,50
2004,1994,29,33,612
2004,1995,38,21,6426
2004,1996,88,28,158
2004,1997,40,38,118
2004,1998,9,50,166
2004,1999,4,5,50
2004,2000,19,1,19
2004,2001,19,9,57
2004,2002,4,1,18
2004,2003,6,1,76
2004,2004,4,4,7
2004,2005,2,12,3
2004,2006,1,0,1
2004,2008,25,39,197
2004,2009,8,186,56
2004,2010,1,7,14
2004,2011,4,19,32
2004,2012,4,27,38
2004,2013,15,60,71
2004,2014,43,322,478
2004,2015,28,123,84
2004,2016,8,32,44
2004,2017,7,16,77
2004,2018,6,2,2
2005,1970,9,5,13
2005,1971,5,2,10
2005,1972,16,84,1
2005,1973,1,0,8
2005,1974,3,5,0
2005,1975,6,1,48
2005,1976,7,21,25
2005,1977,8,102,72
2005,1978,41,110,219
2005,1979,72,226,178
2005,1980,75,187,580
2005,1981,34,114,371
2005,1982,36,97,245
2005,1983,18,68,72
2005,1984,29,163,86
2005,1985,100,285,204
2005,1986,77,194,181
2005,1987,133,309,430
2005,1988,187,443,412
2005,1989,169,430,375
2005,1990,291,395,367
2005,1991,164,416,293
2005,1992,231,534,715
2005,1994,124,356,295
2005,1995,130,295,264
2005,1996,173,214,475
2005,1997,150,319,678
2005,1998,30,44,137
2005,1999,101,116,305
2005,2000,250,447,1042
2005,2001,186,311,552
2005,2002,108,393,955
2005,2003,144,350,750
2005,2004,92,275,548
2005,2005,204,266,846
2005,2006,268,255,582
2005,2007,360,384,1053
2005,2008,509,389,1060
2005,2009,557,481,892
2005,2010,472,322,634
2005,2011,355,299,730
2005,2012,586,451,1493
2005,2013,1184,713,1390
2005,2014,1080,700,1418
2005,2015,1069,644,1385
2005,2016,1076,638,1220
2005,2017,1021,811,1012
2005,2018,871,619,882
2006,1970,1,4,20
2006,1972,1,0,0
2006,1973,1,0,1
2006,1974,2,0,2
2006,1975,4,6,0
2006,1976,4,1,3
2006,1977,2,0,1
2006,1978,2,5,2
2006,1979,33,91,63
2006,1980,11,39,111
2006,1981,22,37,24
2006,1982,19,72,115
2006,1983,62,75,247
2006,1984,228,642,574
2006,1985,147,567,382
2006,1986,256,1086,1592
2006,1987,338,1961,2302
2006,1988,743,1999,2580
2006,1989,871,2713,1931
2006,1990,572,2525,1967
2006,1991,646,2354,2759
2006,1992,521,2333,2374
2006,1994,340,878,1777
2006,1995,1034,2060,2464
2006,1996,703,1891,5087
2006,1997,468,1625,2763
2006,1998,136,1237,1450
2006,1999,223,894,1641
2006,2000,353,1373,2362
2006,2001,383,1365,2285
2006,2002,332,1282,2415
2006,2003,352,802,1604
2006,2004,367,1611,2710
2006,2005,595,1333,2763
2006,2006,934,2933,5142
2006,2007,978,3661,5321
2006,2008,1753,3512,6416
2006,2009,1943,3561,6729
2006,2010,1980,3692,5400
2006,2011,2125,3708,5401
2006,2012,3787,6568,9634
2006,2013,4589,7055,11087
2006,2014,4964,8303,9445
2006,2015,4569,8280,10228
2006,2016,3637,7802,9275
2006,2017,3423,7662,8982
2006,2018,3279,10931,9826
2007,1991,7,28,12
2007,1992,74,256,887
2007,1994,55,95,188
2007,1995,54,94,65
2007,1996,32,56,44
2007,1997,48,79,38
2007,1998,24,59,51
2007,1999,23,35,162
2007,2000,20,17,88
2007,2001,18,16,27
2007,2002,6,3,18
2007,2003,7,1,1
2007,2004,8,36,32
2007,2005,11,18,66
2007,2006,6,6,6
2007,2007,4,1,1
2007,2008,36,20,77
2007,2009,31,10,30
2007,2010,9,8,43
2007,2011,9,13,3
2007,2012,12,6,11
2007,2013,7,2,2
2007,2014,9,5,7
2007,2015,9,8,8
2007,2016,17,21,25
2007,2017,8,7,7
2007,2018,7,34,10
2008,1970,49,79,10
2008,1971,124,112,6
2008,1972,374,405,282
2008,1973,288,295,407
2008,1974,315,407,601
2008,1975,432,297,195
2008,1976,572,323,120
2008,1977,764,193,201
2008,1978,705,230,325
2008,1979,1016,300,689
2008,1980,587,375,859
2008,1981,476,177,587
2008,1982,401,178,459
2008,1983,471,161,484
2008,1984,537,173,611
2008,1985,463,261,980
2008,1986,450,164,845
2008,1987,416,194,431
2008,1988,486,435,590
2008,1989,441,118,233
2008,1990,386,120,292
2008,1991,689,170,473
2008,1992,764,179,838
2008,1994,439,92,270
2008,1995,319,68,321
2008,1996,467,42,589
2008,1997,338,39,95
2008,1998,138,54,283
2008,1999,234,13,285
2008,2000,253,42,155
2008,2001,234,40,259
2008,2002,119,9,94
2008,2003,120,5,80
2008,2004,59,196,1853
2008,2005,104,60,892
2008,2006,98,6,31
2008,2007,72,17,44
2008,2008,163,3,76
2008,2009,182,15,104
2008,2010,133,5,42
2008,2011,94,83,96
2008,2012,194,12,15
2008,2013,261,7,85
2008,2014,215,5,31
2008,2015,335,171,528
2008,2016,272,171,903
2008,2017,293,83,509
2008,2018,200,25,100
2009,1970,12,0,0
2009,1971,5,0,0
2009,1973,1,1,7
2009,1974,2,1,0
2009,1977,2,1,7
2009,1978,2,4,1
2009,1979,1,0,5
2009,1980,1,0,2
2009,1981,4,0,5
2009,1982,3,2,0
2009,1983,2,2,4
2009,1984,4,3,2
2009,1985,5,2,0
2009,1986,3,1,34
2009,1987,1,0,1
2009,1988,4,0,0
2009,1989,16,6,27
2009,1990,57,56,122
2009,1991,80,270,70
2009,1992,91,110,174
2009,1994,85,46,45
2009,1995,68,158,61
2009,1996,175,167,219
2009,1997,245,114,290
2009,1998,105,109,164
2009,1999,137,440,979
2009,2000,233,402,710
2009,2001,251,294,558
2009,2002,112,518,464
2009,2003,99,335,821
2009,2004,46,608,1176
2009,2005,76,158,352
2009,2006,69,57,65
2009,2007,62,57,144
2009,2008,208,101,332
2009,2009,165,143,275
2009,2010,261,235,639
2009,2011,198,174,595
2009,2012,173,179,332
2009,2013,165,151,296
2009,2014,957,1460,1328
2009,2015,682,790,1432
2009,2016,134,112,107
2009,2017,111,101,183
2009,2018,70,41,52
2010,1970,28,1,5
2010,1971,52,7,11
2010,1972,52,33,83
2010,1973,19,7,18
2010,1974,42,81,168
2010,1975,44,60,92
2010,1976,51,44,388
2010,1977,209,42,115
2010,1978,126,671,641
2010,1979,421,356,858
2010,1980,420,438,1015
2010,1981,296,722,1345
2010,1982,270,579,1728
2010,1983,302,738,1084
2010,1984,248,143,754
2010,1985,125,705,1590
2010,1986,181,398,1387
2010,1987,190,530,512
2010,1988,239,314,686
2010,1989,455,461,562
2010,1990,465,668,554
2010,1991,581,500,865
2010,1992,1119,1511,1281
2010,1994,702,1266,1493
2010,1995,561,928,2125
2010,1996,363,942,2049
2010,1997,493,4095,2508
2010,1998,236,850,1264
2010,1999,295,576,759
2010,2000,260,602,564
2010,2001,355,881,1418
2010,2002,320,1147,2138
2010,2003,302,1047,3230
2010,2004,474,2529,5257
2010,2005,859,3870,7153
2010,2006,1166,4971,9135
2010,2007,1369,7156,14672
2010,2008,1525,3463,8539
2010,2009,1360,2981,9861
2010,2010,1461,2659,7869
2010,2011,1659,2650,6087
2010,2012,2389,5028,10837
2010,2013,4493,10090,21445
2010,2014,6893,19971,22448
2010,2015,5979,17831,23753
2010,2016,6113,19242,23492
2010,2017,3811,10836,8487
2010,2018,2537,4407,5094
2011,1971,1,0,0
2011,1972,4,0,0
2011,1973,4,5,2
2011,1974,5,3,1
2011,1975,10,29,100
2011,1976,8,8,1
2011,1977,27,17,36
2011,1978,31,101,100
2011,1979,95,172,107
2011,1980,58,82,294
2011,1981,93,82,43
2011,1982,50,47,74
2011,1983,99,477,681
2011,1984,115,1014,504
2011,1985,129,178,416
2011,1986,172,785,469
2011,1987,159,635,556
2011,1988,319,571,1050
2011,1989,284,1168,496
2011,1990,423,590,761
2011,1991,245,1271,726
2011,1992,544,2019,1529
2011,1994,302,2711,931
2011,1995,216,1110,729
2011,1996,198,1789,507
2011,1997,248,2022,1274
2011,1998,83,1383,4439
2011,1999,129,871,763
2011,2000,182,973,613
2011,2001,157,893,481
2011,2002,115,967,330
2011,2003,71,554,157
2011,2004,29,273,155
2011,2005,59,379,350
2011,2006,102,832,298
2011,2007,283,1293,1055
2011,2008,353,1413,1871
2011,2009,275,1713,898
2011,2010,328,819,1135
2011,2011,488,1225,1609
2011,2012,1159,2980,2506
2011,2013,988,3847,2392
2011,2014,2306,13313,5308
2011,2015,1949,10675,6374
2011,2016,2063,6649,4585
2011,2017,1981,6696,4639
2011,2018,2157,6587,3748
2012,1970,1,0,0
2012,1971,1,0,0
2012,1972,3,1,0
2012,1973,1,0,0
2012,1974,1,0,0
2012,1978,2,2,9
2012,1979,2,0,9
2012,1980,7,2,3
2012,1981,3,1,0
2012,1982,2,0,3
2012,1984,11,12,1
2012,1985,7,0,11
2012,1986,4,1,22
2012,1987,3,0,1
2012,1988,11,21,10
2012,1989,29,15,25
2012,1990,18,12,12
2012,1991,10,3,0
2012,1992,17,9,14
2012,1994,12,19,29
2012,1995,18,6,17
2012,1996,19,23,14
2012,1997,7,0,23
2012,1998,6,0,2
2012,1999,4,2,0
2012,2000,6,7,17
2012,2001,4,0,0
2012,2002,2,1,0
2012,2003,4,1,0
2012,2006,2,0,0
2012,2007,1,0,0
2012,2008,8,0,0
2012,2009,1,0,0
2012,2010,1,0,0
2012,2013,1,0,0
2012,2014,9,4,7
2012,2015,14,2,0
2012,2016,10,0,1
2012,2017,13,4,24
2012,2018,21,2,3
